law,weights,replicate,ess,max_weight,D4,moment_error,success,condition,I1,I2,I3,I4
unimodal,equal,23,400.00000000000006,0.0025,1.0194410027605425,1.3241852059309167e-11,True,96656.0146872528,1.0072034875822538,0.0026238807063569958,0.0015272595717545911,0.008086374900177162
unimodal,pareto,23,170.9360287936207,0.027817171941763263,0.9699740107673325,6.287981246799745e-11,True,73998.5234790483,0.9260285456071524,0.005254615557796605,0.008161677261584455,0.030529172340798993
unimodal,equal,24,400.00000000000006,0.0025,1.030383062026651,7.120670719729105e-11,True,141285.2603417913,1.0214776489017092,0.0009501870482697683,0.003142794818885797,0.004812431257786187
unimodal,pareto,24,149.37993085341407,0.040438107222359895,1.0735025121453798,1.6504575484077577e-11,True,208145.02645378836,1.066448022427426,0.0012588050190429634,0.0011794422940063498,0.004616242404904547
unimodal,equal,25,400.00000000000006,0.0025,1.0734687354736607,6.243228156677105e-12,True,1313.6372493042516,1.0623426561441578,0.001426831701873077,0.006154341377777595,0.0035449062498522643
unimodal,pareto,25,99.0325078607026,0.061253032363432144,0.9258511727573131,4.347988635799993e-11,True,5097.79266112453,0.885031200351849,0.01491712446829796,0.0038025436910471555,0.022100304246118974
unimodal,equal,26,400.00000000000006,0.0025,1.0519986183148733,1.2445600106048005e-13,True,30900.43583259038,1.044137741924403,0.005549162162843402,0.0006209398545369282,0.0016907743730900648
unimodal,pareto,26,108.17720522968172,0.05081516641741855,1.0810762894364858,2.8310687127941492e-14,True,6067.061116014857,1.0559635091570252,0.016295837519117562,0.007871435823321171,0.0009455069370218894
unimodal,equal,27,400.00000000000006,0.0025,0.9697613964736469,2.5743074338890892e-11,True,12232.455617320535,0.9665597808691837,0.00011339703378876465,0.0016978445242457063,0.0013903740464287218
unimodal,pareto,27,17.72480758157575,0.22539892298875894,1.165684215381006,3.2484015477507455e-12,True,41929.90769416965,1.109410952751877,0.023330481048276397,0.01236736065472055,0.020575420926132182
unimodal,equal,28,400.00000000000006,0.0025,1.034459438686886,1.6653345369377348e-15,True,294420.57409160107,1.023598017743581,0.004176995146385476,0.004735205090400818,0.0019492207065185951
unimodal,pareto,28,96.61157505746557,0.07186324600529521,1.0525365182070798,1.9023671526952057e-12,True,156619.08782565314,1.0416522570886837,0.00720813841105894,0.001979555338422756,0.0016965673689144367
unimodal,equal,29,400.00000000000006,0.0025,1.0587973643670385,2.168276669323177e-11,True,1210.0457712363727,1.0486946851061707,0.005854923062960982,0.0007706433249792255,0.0034771128729276235
